,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,target,x1_type2,x1_type3,x1_type4
3052,1184,384,0,0,2,91,300,0.0,2,0,0,62,0,0,50.0,392,0,True,False,False
3053,3070,200,0,0,0,4,33,0.0,1,37,0,502,0,0,69.3,1031,0,False,False,True
3054,2226,200,0,0,0,1,9,0.0,0,0,0,16,0,0,99.7,1181,0,False,False,False
3055,2236,200,0,0,2,4,351,0.0,3,4,0,89,0,0,152.1,99,0,False,True,False
3056,3974,200,0,0,0,15,19,0.0,0,0,0,26,0,0,56.5,224,0,True,False,False
3057,2396,200,0,0,0,3,21,0.0,0,0,0,1,0,0,101.7,1290,1,False,False,False
3058,4738,200,0,1,3,6,31,0.0,2,223,1,8,0,0,119.0,1301,0,False,False,False
3059,1178,378,0,0,4,1,15,0.0,0,258,0,9,0,0,119.4,1446,0,False,False,False
3060,3974,805,0,0,0,15,1,0.0,0,0,0,5,0,0,46.4,661,0,True,False,False
3061,3213,200,0,0,0,1,44,0.0,0,0,1,18,0,0,99.9,1235,0,False,False,False
3062,1902,402,0,0,0,28,2,0.0,0,0,0,9,0,0,45.0,645,0,True,False,False
3063,2470,200,0,0,0,11,79,0.0,0,0,0,100,0,0,114.5,1522,0,False,True,False
3064,1991,200,0,0,0,230,57,0.0,1,0,0,25,0,0,48.1,584,0,True,False,False
3065,1553,753,0,0,0,0,8,0.0,0,0,0,8,0,0,100.8,1121,0,False,False,False
3066,1399,200,0,0,1,58,369,0.0,33,3,0,4126,0,0,57.0,1618,0,False,True,False
3067,1827,200,0,0,3,1,114,0.0,3,2,0,1049,0,0,114.3,89,1,False,True,False
3068,4359,200,0,0,0,167,31,0.0,0,0,0,25,0,0,72.8,1004,0,False,False,True
3069,2150,200,0,0,4,3,33,0.0,1,0,0,10,0,0,111.3,1264,0,False,False,False
3070,4892,200,1,0,0,2,11,0.0,0,44,0,5,0,0,98.7,1058,0,False,False,False
3071,2063,200,0,0,0,0,4,0.0,0,0,0,9,0,0,62.1,714,0,True,False,False
3072,5540,200,0,0,1,6,2,0.0,0,0,2,14,0,0,49.4,516,0,True,False,False
3073,1591,200,0,0,0,0,93,0.0,2,0,0,106,0,0,149.0,19,0,False,True,False
3074,1387,375,0,0,0,134,14,0.0,0,0,0,10,0,0,46.1,657,0,True,False,False
3075,2425,1625,0,0,1,2,21,0.0,0,1,0,5,0,0,93.0,1050,0,False,False,False
3076,1000,200,0,0,2,0,207,0.0,3,1,0,881,0,0,139.1,18,0,False,True,False
3077,1574,200,0,0,2,5,19,0.0,0,150,0,6,0,0,118.2,978,0,False,False,False
3078,7261,861,0,0,0,6,3,0.0,0,0,0,17,0,0,67.1,363,0,True,False,False
3079,1308,200,0,0,0,2,110,0.0,0,7,0,46,0,0,129.6,7,0,False,True,False
3080,5963,200,0,0,1,1,12,0.0,0,5,0,7,0,0,111.3,1057,0,False,False,False
3081,1703,200,0,0,0,5,16,0.0,0,0,0,93,2,0,57.8,575,1,True,False,False
3082,1350,200,0,0,2,5,24,0.0,0,230,0,2,0,0,122.9,1376,0,False,False,False
3083,5317,200,0,0,2,3,14,0.0,0,222,0,11,0,0,113.9,1311,0,False,False,False
3084,2429,200,0,0,0,2,4,0.0,0,0,0,9,0,0,71.4,286,0,True,False,False
3085,1696,896,0,0,2,4,15,0.0,0,0,0,18,0,0,100.2,1283,0,False,False,False
3086,1214,414,0,0,1,1,114,0.0,2,0,0,2056,0,0,132.3,14,0,False,True,False
3087,9251,200,0,0,0,1,3,0.0,0,0,0,15,0,0,54.9,467,0,True,False,False
3088,5192,916,0,0,2,1,174,0.0,2,7,0,413,1,1,93.6,834,0,False,True,False
3089,4109,550,0,0,2,0,105,0.0,2,0,1,191,0,0,315.7,21,0,False,True,False
3090,1711,200,0,0,0,4,14,0.0,0,1,0,12,0,0,95.9,1300,0,False,False,False
3091,2397,550,0,0,0,1,13,0.0,0,2,0,12,0,0,93.5,1065,0,False,False,False
3092,1681,550,0,0,2,5,30,0.0,1,3,0,15,0,0,105.3,1329,0,False,False,False
3093,1907,200,0,0,2,4,167,0.0,4,1,1,310,0,0,151.4,14,0,False,True,False
3094,2006,200,0,0,0,0,7,0.0,0,5,0,7,0,0,70.2,1116,1,False,False,True
3095,1196,396,0,0,1,0,20,0.0,0,0,0,30,0,0,168.1,43,0,False,True,False
3096,3085,488,0,0,0,1,7,0.0,0,0,0,7,0,0,97.9,1119,0,False,False,False
3097,1726,375,0,0,6,47,453,0.0,5,0,2,282,0,0,129.8,36,0,False,True,False
3098,4878,200,0,0,0,0,76,0.0,0,0,0,373,0,0,138.4,3,0,False,True,False
3099,1350,200,0,0,2,7,284,0.0,4,8,0,1186,0,0,142.1,81,0,False,True,False
3100,6017,550,0,0,2,2,33,0.0,0,36,0,23,0,0,82.7,923,0,False,False,False
3101,5644,200,0,0,0,4,20,0.0,0,1,0,2,0,0,95.8,1266,0,False,False,False
3102,5186,200,0,0,0,2,21,0.0,0,130,0,18,0,0,68.8,1331,0,False,False,True
3103,1679,200,0,0,2,3,34,0.0,1,84,1,33,0,0,96.0,1076,0,False,False,False
3104,5617,200,0,0,0,1,87,0.0,0,0,0,124,0,0,137.0,17,0,False,True,False
3105,1179,379,0,0,0,126,2,0.0,0,0,0,7,0,0,44.2,601,1,True,False,False
3106,3923,200,0,0,1,1,13,0.0,0,132,0,10,0,0,95.2,1580,0,False,False,False
3107,2456,920,0,0,0,6,51,0.0,3,0,0,111,0,0,113.5,1348,0,False,True,False
3108,1700,900,0,0,0,0,7,0.0,0,9,0,15,0,0,94.1,1209,0,False,False,False
3109,2422,200,0,0,3,3,15,0.0,0,6,0,21,1,0,51.1,599,0,True,False,False
3110,1342,200,0,0,0,312,127,0.0,2,0,0,17,0,0,45.3,616,1,True,False,False
3111,8336,200,0,0,12,3,645,0.0,3,2,0,974,3,1,299.9,35,1,False,True,False
3112,2010,200,0,0,0,4,64,0.0,1,2,0,104,0,0,125.2,28,0,False,True,False
3113,2106,200,0,0,1,3,11,0.0,0,7,0,14,0,0,90.8,1145,0,False,False,False
3114,1746,270,0,0,0,0,161,0.0,0,2,0,72,0,0,134.5,3,1,False,True,False
3115,3282,389,0,0,1,0,7,0.0,0,0,0,6,0,0,92.9,1359,0,False,False,False
3116,3164,200,0,0,9,134,498,0.0,7,0,5,243,0,0,140.8,85,0,False,True,False
3117,5568,200,0,0,0,0,150,0.0,3,0,0,19,0,0,139.4,11,1,False,True,False
3118,4371,375,0,0,2,11,25,0.0,2,0,0,3,0,0,89.1,936,0,False,False,False
3119,4486,200,0,0,0,1,49,0.0,1,0,0,121,0,0,152.8,26,0,False,True,False
3120,6641,375,0,0,0,27,17,0.0,0,173,0,12,0,0,109.6,1196,0,False,False,False
3121,4980,200,0,0,0,34,42,0.0,0,2,0,18,0,0,128.5,28,0,False,True,False
3122,1519,200,0,0,2,5,176,0.0,2,4,0,240,0,0,169.4,114,0,False,True,False
3123,2470,200,0,0,2,10,241,0.0,2,4,0,36,0,0,148.0,38,0,False,True,False
3124,1326,316,0,0,0,3,16,0.0,0,0,0,6,0,0,127.0,16,0,False,True,False
3125,1773,200,0,0,0,195,17,0.0,3,3,0,5,0,0,66.3,1144,0,False,False,True
3126,6217,200,0,0,0,0,16,0.0,0,0,0,78,0,0,146.9,24,0,False,True,False
3127,3103,200,0,0,0,0,29,0.0,0,0,0,13,0,0,183.4,39,0,False,True,False
3128,4512,200,0,0,2,2,5,0.0,0,0,0,20,0,0,67.8,266,0,True,False,False
3129,3114,200,0,0,1,2,16,0.0,0,4,0,19,0,0,109.8,1122,0,False,False,False
3130,4192,200,1,0,1,3,19,0.0,1,174,1,22,0,0,115.9,1384,1,False,False,False
3131,3095,200,0,0,4,26,252,0.0,4,0,1,156,0,0,128.5,24,0,False,True,False
3132,1392,200,0,0,4,2,172,0.0,2,0,0,278,2,0,118.4,5,0,False,True,False
3133,3803,200,0,0,1,14,104,0.0,1,1,2,42,0,0,118.4,22,1,False,True,False
3134,3363,200,0,0,0,1,8,0.0,0,243,0,15,0,1,110.8,1339,0,False,False,False
3135,2436,200,0,0,2,3,23,0.0,1,240,1,18,0,0,115.5,1317,0,False,False,False
3136,2220,200,0,0,6,69,264,0.0,5,3,2,185,0,0,143.1,67,0,False,True,False
3137,1758,200,0,0,1,6,13,0.0,1,317,0,17,0,0,110.8,1413,0,False,False,False
3138,1191,391,0,0,0,13,6,0.0,0,0,0,6,0,0,45.0,688,0,True,False,False
3139,5192,200,0,0,0,3,45,0.0,1,0,0,62,0,0,139.0,9,0,False,True,False
3140,13128,762,0,0,0,0,37,0.0,0,0,0,81,0,0,119.2,1073,1,False,True,False
3141,3132,200,0,0,2,0,188,0.0,2,0,0,224,1,0,126.3,18,0,False,True,False
3142,1395,595,0,0,0,6,3,0.0,0,0,0,18,0,0,44.3,702,0,True,False,False
3143,1158,358,0,0,2,24,82,0.0,2,2,1,106,0,0,70.4,1475,0,False,True,False
3144,1714,200,0,0,2,1,381,0.0,6,0,0,30,0,0,140.0,46,0,False,True,False
3145,1343,200,0,0,1,6,20,0.0,1,82,0,20,0,0,104.7,1392,0,False,False,False
3146,1618,200,0,0,0,112,15,0.0,0,0,0,14,0,0,54.3,424,0,True,False,False
3147,1427,200,0,0,6,1,270,0.0,5,1,2,5034,0,0,178.2,20,0,False,True,False
3148,1711,375,0,0,1,3,54,0.0,1,43,0,20,0,0,101.6,1090,0,False,False,False
3149,1198,200,0,0,0,25,52,0.0,0,0,0,34,0,0,219.4,18,0,False,True,False
3150,1399,375,0,0,0,1,75,0.0,3,1,0,775,0,0,143.5,13,0,False,True,False
3151,8655,200,0,0,1,1,347,0.0,4,0,1,2013,0,0,152.1,23,0,False,True,False
3152,2186,564,0,0,0,3,18,0.0,0,0,0,10,0,0,92.6,945,0,False,False,False
3153,2047,200,0,0,0,0,95,0.0,0,0,0,203,0,0,142.5,25,0,False,True,False
3154,1698,898,0,0,27,5,1843,0.4,19,2,2,2948,28,0,135.4,10,0,False,True,False
3155,3450,200,0,0,2,19,29,0.0,2,17,0,8,0,0,100.8,1101,0,False,False,False
3156,1336,536,0,0,8,13,897,0.0,11,17,1,503,0,0,71.4,1326,0,False,True,False
3157,2378,200,0,0,1,4,88,0.0,1,0,0,981,0,0,130.0,13,0,False,True,False
3158,5531,200,0,0,1,439,24,0.0,1,93,0,20,0,0,68.5,1193,0,False,False,True
3159,4448,200,0,0,3,1,296,0.1,3,2,0,65,0,0,126.0,31,0,False,True,False
3160,3198,200,0,0,3,6,219,0.0,2,0,0,112,0,0,148.2,17,1,False,True,False
3161,3837,608,0,0,0,1,51,0.0,0,0,0,55,0,0,154.9,20,0,False,True,False
3162,3172,200,2,0,0,0,46,0.0,0,2,0,362,0,0,131.7,27,0,False,True,False
3163,1872,375,0,0,0,198,24,0.0,0,1,0,19,0,0,43.6,684,0,True,False,False
3164,1897,375,0,0,3,12,47,0.0,3,45,0,6,0,0,87.6,1258,0,False,False,False
3165,5149,200,0,0,0,33,31,0.0,0,0,0,22,0,0,61.4,353,0,True,False,False
3166,1695,200,0,0,0,2,8,0.0,0,0,0,15,0,0,119.6,67,0,False,True,False
3167,3747,200,0,0,0,6,109,0.0,1,8,0,132,0,0,65.0,1120,0,False,True,False
3168,3851,3051,0,0,3,48,417,0.0,7,8,2,162,0,0,57.4,1131,0,False,True,False
3169,1445,472,0,0,4,2,19,0.0,0,51,0,5,0,0,100.5,1097,0,False,False,False
3170,9832,200,0,0,0,1,60,0.0,0,0,0,50,0,0,182.4,24,1,False,True,False
3171,5192,200,0,0,2,44,448,0.0,5,1,1,770,0,0,112.7,1244,0,False,True,False
3172,4658,200,0,0,0,3,13,0.0,0,42,0,15,0,1,100.3,1130,0,False,False,False
3173,2736,200,0,0,2,6,199,0.0,2,1,0,229,0,0,148.9,41,0,False,True,False
3174,1000,200,0,0,0,10,9,0.0,0,0,0,32,2,0,53.7,477,0,True,False,False
3175,2233,1433,0,0,1,1,12,0.0,1,70,0,18,0,0,130.2,937,0,False,False,False
3176,7624,200,0,0,0,8,10,0.0,0,0,0,42,0,0,64.2,401,0,True,False,False
3177,9029,200,0,0,2,3,265,0.0,2,6,0,166,0,0,141.5,97,1,False,True,False
3178,2688,200,0,0,4,35,196,0.0,5,1,2,3285,0,0,188.6,42,1,False,True,False
3179,3114,200,0,1,3,13,186,0.0,4,5,2,1355,1,0,153.0,58,0,False,True,False
3180,3484,200,0,0,2,9,38,0.0,2,52,1,21,0,0,126.0,1180,0,False,False,False
3181,10590,9650,0,1,36,13,1627,0.2,32,3,7,5970,12,0,142.1,78,0,False,True,False
3182,5159,900,0,0,9,60,177,0.0,8,1,2,163,1,0,145.4,42,1,False,True,False
3183,1910,200,0,0,1,3,18,0.0,0,0,0,8,0,0,92.4,1190,0,False,False,False
3184,1723,200,0,0,25,7,30,0.0,0,0,1,29,0,0,98.5,1104,0,False,False,False
3185,3794,690,0,0,22,7,1359,0.2,17,2,12,1642,36,0,145.0,35,1,False,True,False
3186,1501,200,0,0,1,162,6,0.0,1,0,0,192,0,0,45.5,254,0,True,False,False
3187,2304,200,0,0,1,3,74,0.0,0,0,0,27,0,0,168.2,9,0,False,True,False
3188,1383,583,0,0,0,11,0,0.0,0,0,0,6,0,0,42.7,680,0,True,False,False
3189,2909,200,0,0,0,129,3,0.0,0,0,0,36,0,0,44.9,626,0,True,False,False
3190,3141,246,0,0,6,2,927,0.1,6,3,3,2789,8,0,132.9,104,1,False,True,False
3191,1489,689,0,0,2,1,21,0.0,0,4,0,9,0,0,93.6,926,0,False,False,False
3192,1575,242,0,0,2,2,24,0.0,1,41,0,16,0,0,99.6,1158,0,False,False,False
3193,2406,1606,0,0,2,1,91,0.0,2,1,0,553,0,0,143.7,47,0,False,True,False
3194,2379,200,0,0,0,6,13,0.0,1,0,0,25,0,0,61.0,1116,0,False,False,True
3195,2380,200,0,0,5,28,464,0.0,3,1,3,497,0,0,142.8,51,0,False,True,False
3196,1806,200,1,0,0,0,63,0.0,0,0,0,308,0,0,151.6,15,0,False,True,False
3197,2742,200,0,0,1,43,32,0.0,1,11,0,6,0,0,89.9,1185,1,False,False,False
3198,10431,200,0,0,6,4,484,0.0,5,0,1,1040,4,0,127.1,11,0,False,True,False
3199,6012,200,0,0,0,5,7,0.0,0,0,0,9,0,0,50.9,588,0,True,False,False
3200,2419,537,0,0,0,236,54,0.0,0,0,0,7,0,0,43.7,567,0,True,False,False
3201,2407,550,0,0,0,27,271,0.0,12,2,0,321,0,0,108.0,1347,0,False,True,False
3202,1000,200,0,0,2,1,4,0.0,0,0,0,5,0,0,58.2,401,1,True,False,False
3203,2799,200,0,0,5,200,232,0.0,5,0,9,72,0,0,138.9,133,0,False,True,False
3204,7205,200,0,0,1,0,6,0.0,0,0,0,9,0,0,181.7,53,0,False,True,False
3205,1508,200,0,0,7,8,530,0.3,7,9,1,829,4,0,189.6,60,0,False,True,False
3206,5617,200,0,0,2,0,100,0.0,1,0,0,92,2,0,138.1,56,0,False,True,False
3207,1386,200,0,0,3,72,146,0.0,2,0,2,148,0,0,135.5,156,0,False,True,False
3208,2827,200,0,0,0,0,13,0.0,0,0,0,26,0,0,110.8,513,0,False,True,False
3209,1716,200,0,0,1,2,10,0.0,0,244,0,22,0,0,112.6,1355,0,False,False,False
3210,1544,200,0,0,0,3,18,0.0,0,267,0,9,0,0,101.6,1387,0,False,False,False
3211,1214,414,0,0,1,2,19,0.0,0,0,0,18,0,0,99.6,1012,0,False,False,False
3212,1879,375,0,0,2,41,147,0.0,3,0,1,29,0,0,127.1,140,0,False,True,False
3213,1718,200,0,0,2,0,127,0.0,1,0,0,182,0,0,145.5,9,0,False,True,False
3214,1000,200,0,0,1,8,32,0.0,0,0,0,20,0,0,98.8,1245,0,False,False,False
3215,2206,200,0,0,0,2,10,0.0,0,35,0,17,0,0,100.0,960,0,False,False,False
3216,2048,200,0,0,1,8,43,0.0,0,203,0,24,0,0,118.1,1351,0,False,False,False
3217,1386,200,0,0,1,0,16,0.0,0,220,0,15,0,0,79.7,1206,0,False,False,False
3218,5287,200,0,0,0,7,14,0.0,1,4,0,4,0,0,119.2,1002,0,False,False,False
3219,2484,1600,0,0,0,0,12,0.0,0,19,0,8,0,0,67.9,1026,0,False,False,True
3220,3813,200,0,0,2,0,14,0.0,0,49,0,16,0,0,97.0,1122,0,False,False,False
3221,2160,200,0,0,0,2,16,0.0,0,0,0,47,0,0,137.3,12,0,False,True,False
3222,8766,200,0,0,0,3,9,0.0,0,0,1,12,0,0,126.7,27,0,False,True,False
3223,1399,599,0,0,2,3,144,0.0,1,0,0,603,0,0,125.8,24,0,False,True,False
3224,1448,200,0,0,0,220,62,0.0,1,0,0,22,0,0,42.7,528,0,True,False,False
3225,1700,200,0,0,0,0,13,0.0,0,242,0,8,0,0,117.2,1306,0,False,False,False
3226,1996,200,0,1,5,11,229,0.0,6,2,2,3454,1,0,150.9,63,0,False,True,False
3227,1175,200,0,0,0,2,10,0.0,0,241,0,13,0,0,118.4,1322,0,False,False,False
3228,1589,200,0,0,0,142,39,0.0,0,0,0,16,0,0,45.9,646,0,True,False,False
3229,2708,200,0,0,0,0,4,0.0,0,261,0,14,0,0,132.4,1445,0,False,False,False
3230,1364,200,0,0,2,14,35,0.0,2,3,0,18,0,0,89.8,918,0,False,False,False
3231,6318,200,0,0,1,2,16,0.0,0,0,0,14,0,0,87.7,1195,1,False,False,False
3232,1987,200,0,0,4,5,74,0.0,1,7,1,11,0,0,44.6,60,0,True,False,False
3233,2118,200,0,0,6,14,665,0.0,9,15,1,344,0,0,71.5,1363,0,False,True,False
3234,1000,200,0,0,3,5,16,0.0,0,0,0,15,0,0,54.5,511,0,True,False,False
3235,2067,200,0,0,9,44,786,0.0,13,1,0,2131,0,0,61.4,986,0,False,True,False
3236,4903,200,0,0,0,0,36,0.0,0,0,0,135,0,0,159.6,45,0,False,True,False
3237,2437,550,0,0,18,37,955,0.0,12,1,2,1265,1,0,135.2,42,1,False,True,False
3238,2397,200,0,0,18,169,976,0.0,14,3,11,4647,14,0,125.8,139,1,False,True,False
3239,4014,431,0,0,0,0,7,0.0,0,14,0,6,0,0,102.1,968,0,False,False,False
3240,1358,550,0,0,0,22,174,0.0,8,3,0,575,0,0,110.9,1319,0,False,True,False
3241,4514,200,0,0,0,5,8,0.0,0,0,0,12,0,0,68.8,291,0,True,False,False
3242,2436,200,0,0,2,3,22,0.0,0,1,0,11,0,0,90.9,1204,0,False,False,False
3243,1332,200,0,0,3,2,30,0.0,0,12,0,12,0,0,94.2,939,0,False,False,False
3244,3452,200,0,0,2,36,97,0.0,2,0,1,53,0,0,136.6,72,0,False,True,False
3245,1190,390,0,0,0,6,10,0.0,0,4,0,23,0,0,43.4,721,0,True,False,False
3246,1189,200,0,0,7,360,352,0.0,5,0,14,213,0,0,153.8,231,0,False,True,False
3247,4919,444,0,0,0,35,4,0.0,0,0,0,5,0,0,62.5,204,0,True,False,False
3248,5192,1710,0,0,1,1,134,0.1,2,42,0,109,1,0,65.6,862,0,False,True,False
3249,1777,550,0,0,1,120,323,0.0,3,4,1,149,0,0,142.2,108,0,False,True,False
3250,1201,401,0,0,0,11,2,0.0,0,0,0,5,0,0,49.2,585,0,True,False,False
3251,1688,200,0,0,0,4,81,0.0,3,7,0,48,0,0,136.2,60,0,False,True,False
3252,1184,384,0,0,1,8,33,0.0,2,61,1,5,0,0,91.7,1235,0,False,False,False
3253,7789,200,0,0,1,10,17,0.0,0,1,0,10,0,0,83.9,1325,0,False,False,False
3254,2494,200,0,0,0,0,5,0.0,0,257,0,6,0,0,114.7,1564,0,False,False,False
3255,3811,200,0,0,0,7,8,0.0,0,0,0,17,0,0,67.5,284,0,True,False,False
3256,6859,5800,0,0,4,37,167,0.0,3,0,2,338,0,0,151.0,29,0,False,True,False
3257,1461,200,0,0,0,83,70,0.0,0,0,0,21,0,0,59.7,367,0,True,False,False
3258,4782,200,0,0,2,2,18,0.0,0,142,0,10,0,0,82.5,856,0,False,False,False
3259,2400,1600,0,0,0,0,101,0.0,0,10,0,112,0,0,124.1,98,0,False,True,False
3260,2052,550,0,0,1,104,143,0.0,2,2,0,86,0,0,134.7,143,0,False,True,False
3261,1772,200,0,0,1,5,128,0.0,1,0,0,22,0,0,173.7,36,0,False,True,False
3262,1373,402,0,0,1,8,25,0.0,1,33,0,5,0,0,97.6,813,0,False,False,False
3263,3448,548,0,0,0,34,1,0.0,0,0,0,5,0,0,53.6,582,0,True,False,False
3264,1410,610,0,0,3,147,499,0.0,62,0,22,648,0,0,66.1,1433,0,False,True,False
3265,2803,200,0,0,2,3,178,0.0,3,2,0,221,0,0,135.0,109,0,False,True,False
3266,2530,585,0,0,0,0,40,0.0,0,0,0,75,0,0,133.7,15,0,False,True,False
3267,1688,200,0,0,0,5,27,0.0,1,126,0,15,0,0,65.2,968,0,False,False,True
3268,1000,200,0,0,3,10,260,0.0,4,0,1,8889,0,0,129.9,13,0,False,True,False
3269,4867,200,0,0,2,18,88,0.0,1,227,0,9,5,0,130.4,1513,0,False,False,False
3270,6860,200,0,0,0,0,76,0.0,1,0,0,99,0,0,151.9,14,1,False,True,False
3271,3454,200,0,0,0,0,8,0.0,0,0,0,8,0,0,85.0,965,0,False,False,False
3272,1319,200,0,0,0,4,4,0.0,0,237,0,10,0,0,115.3,1275,0,False,False,False
3273,1874,697,0,1,1,5,20,0.0,1,218,0,17,0,0,117.1,1302,0,False,False,False
3274,2654,200,0,0,1,1,66,0.0,0,0,0,183,0,0,124.7,21,0,False,True,False
3275,1359,200,0,0,3,0,161,0.0,1,0,0,2760,0,0,130.4,11,0,False,True,False
3276,1699,200,0,0,2,2,14,0.0,0,3,0,17,0,0,93.9,1286,0,False,False,False
3277,4210,200,0,0,0,211,7,0.0,0,10,0,6,0,0,55.6,803,0,True,False,False
3278,1172,372,0,0,4,10,46,0.0,2,5,0,23,0,0,86.7,1018,0,False,False,False
3279,2004,200,0,0,0,126,2,0.0,0,0,0,12,0,0,44.6,634,0,True,False,False
3280,1342,550,0,0,0,0,9,0.0,0,45,0,9,0,0,104.7,1085,0,False,False,False
3281,5920,200,0,0,14,3,69,0.0,1,0,0,46,0,0,101.8,1161,0,False,False,False
3282,1816,200,0,0,0,5,4,0.0,0,0,0,23,0,0,39.7,597,0,True,False,False
3283,1377,550,0,1,1,266,124,0.0,2,1,1,15,0,0,43.3,590,0,True,False,False
3284,1358,550,0,0,4,68,37,0.0,2,1,1,60,1,0,75.7,1129,0,False,False,False
3285,8846,200,0,0,1,1,25,0.0,0,44,0,19,0,0,92.7,1073,0,False,False,False
3286,3794,690,0,0,30,8,1348,0.4,25,2,18,4500,64,2,156.0,15,1,False,True,False
3287,9948,200,0,0,4,2,1282,0.0,18,0,1,7548,1,1,360.5,131,0,False,True,False
3288,1758,550,0,0,2,6,346,0.0,5,7,0,1567,0,0,142.8,96,0,False,True,False
3289,1195,395,0,0,5,18,482,0.0,24,28,0,6704,2,0,49.2,1052,0,False,True,False
3290,1350,200,0,0,11,160,471,0.0,9,1,7,304,0,0,150.9,114,0,False,True,False
3291,3501,200,0,0,2,3,28,0.0,0,55,0,23,0,0,89.8,1109,0,False,False,False
3292,5284,200,0,0,2,0,109,0.0,1,0,0,299,0,0,148.6,29,1,False,True,False
3293,1322,200,0,0,0,2,24,0.0,0,0,0,6,0,0,137.7,22,0,False,True,False
3294,1389,589,0,0,4,1,446,0.0,4,0,2,327,2,0,142.1,8,0,False,True,False
3295,1697,547,0,0,0,171,27,0.0,8,126,0,12,0,0,63.1,1157,0,False,False,True
3296,1348,548,0,0,3,150,138,0.0,6,1,1,72,0,0,134.9,88,0,False,True,False
3297,1604,725,0,0,11,4,1656,0.0,16,6,6,6592,13,0,135.9,38,0,False,True,False
3298,2794,200,0,0,6,9,462,0.0,9,11,1,530,0,0,70.6,1360,0,False,True,False
3299,2040,200,0,0,0,7,3,0.0,0,0,0,10,0,0,45.6,772,0,True,False,False
3300,3086,200,0,0,3,6,155,0.0,2,16,1,27,0,0,138.9,139,0,False,True,False
3301,1508,200,0,0,1,3,59,0.0,1,98,0,22,0,0,100.2,902,0,False,False,False
3302,3333,200,0,0,9,18,934,0.0,10,15,2,646,0,0,69.8,1513,1,False,True,False
3303,3249,200,0,0,0,6,109,0.0,1,6,0,111,0,0,125.6,89,0,False,True,False
3304,4988,200,0,0,2,6,21,0.0,0,43,0,15,0,0,110.5,1123,0,False,False,False
3305,1349,375,0,0,6,50,531,0.2,6,0,3,318,0,0,143.4,37,0,False,True,False
3306,6331,200,0,0,0,6,15,0.0,0,0,0,11,0,0,125.7,12,0,False,True,False
3307,3801,200,0,0,0,6,31,0.0,1,4,1,49,0,0,112.4,1196,0,False,True,False
3308,2444,200,0,0,1,84,19,0.0,0,8,0,32,0,0,52.3,480,0,True,False,False
3309,1653,200,0,0,3,108,61,0.0,3,24,0,11,0,0,83.5,1192,0,False,False,False
3310,3977,550,0,0,0,0,20,0.0,0,0,0,10,0,0,72.2,1114,0,False,False,True
3311,3914,200,0,0,0,81,4,0.0,0,0,0,13,0,0,52.7,525,0,True,False,False
3312,1366,566,1,0,0,4,17,0.0,2,0,0,31,0,0,110.9,534,0,False,True,False
3313,1227,427,0,0,0,135,3,0.0,0,0,0,9,0,0,48.5,612,0,True,False,False
3314,5231,4400,0,0,0,14,3,0.0,0,0,0,5,0,0,49.3,546,0,True,False,False
3315,3770,200,0,0,0,21,36,0.0,1,1,1,76,0,0,134.6,43,0,False,True,False
3316,1696,200,0,0,6,15,76,0.0,3,1,1,21,0,0,80.7,1204,0,False,False,False
3317,1380,200,0,0,0,12,2,0.0,0,48,0,16,0,0,97.4,621,0,False,False,True
3318,1390,200,0,0,0,1,8,0.0,0,0,0,3,0,0,94.7,1131,0,False,False,False
3319,1732,200,0,0,2,17,132,0.0,2,0,2,59,0,0,145.0,25,1,False,True,False
3320,2879,560,0,0,0,7,34,0.0,1,0,0,101,0,0,109.7,1246,0,False,True,False
3321,1361,550,0,0,3,70,669,0.0,27,5,2,1776,0,0,70.8,1225,0,False,True,False
3322,3146,2346,0,0,0,18,69,0.0,0,0,2,32,0,0,132.3,42,0,False,True,False
3323,1185,385,0,0,0,0,76,0.0,0,0,0,310,0,0,139.3,18,0,False,True,False
3324,2067,200,0,0,0,7,3,0.0,0,3,0,13,0,2,44.8,698,0,True,False,False
3325,3086,200,0,0,0,1,3,0.0,0,233,0,16,0,0,113.1,1287,0,False,False,False
3326,1339,539,0,0,2,0,193,0.0,5,0,0,212,0,0,134.6,38,0,False,True,False
3327,1718,200,0,0,5,65,129,0.0,4,1,1,157,0,0,139.8,62,0,False,True,False
3328,1697,897,0,0,2,0,162,0.0,3,0,0,705,0,0,126.3,16,0,False,True,False
3329,4453,3653,0,0,0,6,18,0.0,0,0,0,14,0,0,91.4,994,0,False,False,False
3330,2435,200,1,0,0,3,32,0.0,0,0,0,11,0,0,145.1,11,0,False,True,False
3331,5171,200,0,0,0,19,37,0.0,0,5,0,47,0,0,63.5,969,0,False,True,False
3332,1373,573,0,0,2,3,13,0.0,0,32,0,9,0,0,58.8,1111,0,False,False,True
3333,2425,200,0,0,0,0,114,0.0,2,0,0,373,0,0,140.0,10,1,False,True,False
3334,2497,200,0,0,2,41,136,0.0,2,0,2,97,0,0,159.9,38,0,False,True,False
3335,8926,200,0,0,4,181,1980,0.0,46,12,0,15181,0,0,57.8,1229,0,False,True,False
3336,7332,6500,0,0,0,2,19,0.0,0,0,0,17,0,0,96.8,1315,0,False,False,False
3337,1044,200,0,0,0,7,9,0.0,0,0,0,9,0,0,44.3,688,0,True,False,False
3338,11032,238,0,0,2,21,131,0.0,3,2,0,172,0,0,67.9,1343,0,False,False,True
